title,original_title,summary,url_thumbnail
"Léon Morin, prêtre","Léon Morin, prêtre","Les relations, pendant l'occupation, entre une jeune veuve fuyant les Allemands et un prêtre qui lui donne asile.",https://fr.web.img6.acsta.net/c_310_420/pictures/17/09/15/14/33/2482002.jpg
Le Cid,El Cid,"Rodrigue, ""El Cid"", cherche à concilier amour et honneur : alors qu'il doit mener le combat contre les Maures qui envahissent l'Espagne, il tue en duel le père de Chimène, son gran",https://fr.web.img6.acsta.net/c_310_420/pictures/21/12/16/16/40/0618928.jpg
La Vengeance aux deux visages,One-Eyed Jacks,"Sonora, un village mexicain, en 1880. Rio et Dad Long­worth pillent la banque locale et fuient, poursuivis par les Rurales. Le cheval de Rio est atteint par une balle, et Dad pours",https://fr.web.img5.acsta.net/c_310_420/pictures/17/03/06/15/35/349031.jpg
Yôjinbô,Yôjinbô,"À la fin de l’ère Edo, un samouraï, Sanjuro, arrive dans un village écartelé entre deux bandes rivales, menées d’un côté par le bouilleur de saké, de l’autre par le courtier en soi",https://fr.web.img3.acsta.net/c_310_420/img/e6/e7/e6e788c2347ea12065f087cd714932b1.jpg
La Nuit,La Notte,"Lydia et Giovanni sont mariés, mais leur amour est à l'agonie. Après une nuit mouvementée, où chacun va aller de rencontres en séductions, ils se retrouveront pour une dernière étr",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/67/39/17/19149132.jpg
Le Colosse de Rhodes,Il Colosso di Rodi,"Darios, jeune général athénien, est invité par son oncle à Rhodes. Il va découvrir un complot contre les Grecs dont le centre est le célébré colosse, statue nouvellement inaugurée.",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/63/28/42/18685064.jpg
Viridiana,Viridiana,"La jeune Viridiana souhaite entrer au couvent, mais la mère supérieure exige avant tout que la jeune femme aille rendre visite à son vieil oncle et bienfaiteur Don Jaime. Celui-ci,",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/27/75/19097838.jpg
Accattone,Accattone,"Privé de Maddalena, en prison par sa faute, Accattone, petit proxénète lâche et sans scrupule, doit trouver un moyen de gagner sa vie. Il tente de retourner chez la mère de son fil",https://fr.web.img3.acsta.net/c_310_420/pictures/22/03/09/14/31/4125486.jpg
La Fille à la valise,La Ragazza con la valigia,"Dans une bourgade italienne, au volant de sa décapotable, un séducteur sans scrupules abandonne sa conquête, une petite chanteuse à qui il a fait miroiter le mariage. Pour le suivr",https://fr.web.img6.acsta.net/c_310_420/pictures/21/05/17/12/05/5260985.jpg
Dans l'eau... qui fait des bulles!...,Dans l'eau... qui fait des bulles!...,"Paul Ernzer, vigneron à la faillite, découvre le cadavre de l'homme qui l'a ruiné et qui était la cible de plusieurs personnes aussi : la veuve du ""noyé"", la femme de Ernzer, certa",https://fr.web.img6.acsta.net/c_310_420/commons/v9/common/empty/empty_portrait.png
El Perdido,The Last Sunset,"Brendan O'Malley a le shérif Stirbling à ses trousses car il a tué sa soeur. Il s'exile au Mexique, où il ne peut être arrêté, et se fait engager au sein du ranch de son ancien amo",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/35/62/49/18413826.jpg
Les Nerfs à vif,Cape Fear,Max Cady vient de passer huit ans en prison pour agression sexuelle. Il retourne dans la ville où il compte retrouver le témoin de son forfait qu'il tient pour seul responsable de ,https://fr.web.img6.acsta.net/c_310_420/pictures/15/09/08/11/09/283074.jpg
"Un, deux, trois","One, Two, Three","A Berlin-Ouest, l'ambitieux Mac Namara représente les intérêts de Coca-Cola. Il voudrait bien conquérir le marché de l'Est, ce qui lui vaudrait à coup sûr de l'avancement. Il entre",https://fr.web.img2.acsta.net/c_310_420/pictures/19/06/04/11/59/4102506.jpg
La Princesse de Clèves,La Princesse de Clèves,L'amour platonique d'une femme fidèle pour son amant.,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/67/43/88/18981646.jpg
Tout l'or du monde,Tout l'or du monde,"Un promoteur immobilier, qui veut exploiter un coin perdu réputé pour favoriser la longévité, se heurte à un paysan obstiné et à ses fils.",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/72/04/46/19151762.jpg
Le Tombeur de ces dames,The Ladies Man,"Fraîchement diplômé, Herbert Heebert découvre que sa fiancée le trompe avec un autre. Écoeuré, il se jure de ne plus entendre parler des femmes. Sa misogynie est telle que toute pr",https://fr.web.img5.acsta.net/c_310_420/pictures/210/084/21008492_20130527122400696.jpg
A travers le miroir,Såsom i en spegel,"Des tensions très vives se font sentir lors d'une réunion de famille. David, écrivain rate, voit sa fille Karin atteinte de délires de plus en plus prononces. La jeune femme qui ne",https://fr.web.img4.acsta.net/c_310_420/pictures/18/09/21/14/11/5354131.jpg
Le Combat dans l'île,Le Combat dans l'île,"La vie dramatique d'un jeune militant d'extrême-droite manipulé par son chef de groupe, quitté par sa femme et poussé à affronter son meilleur ami.",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/65/03/08/18822168.jpg
Les Bas-fonds new-yorkais,Underworld U.S.A.,"Un perceur de coffres-forts qui a assisté dans son enfance au meurtre de son père, trouve l'occasion de le venger.",https://fr.web.img3.acsta.net/c_310_420/pictures/18/01/09/09/12/0121392.jpg
Don Camillo Monseigneur,Don Camillo monsignore... ma non troppo,"Les choses ont beaucoup évolué pour Dn Camillo et Peppone : l'un est désormais Evêque au vatican , alors que l'autre s'est glissé sous les traits d'un sénateur. Mais quand Peppone ",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/33/76/18473991.jpg
La Nuit du loup-garou,The Curse of the Werewolf,"Espagne. XVIIIème siècle. Fils du sadique baron Siniestro et de la servante sourde et muette dont il a abusé, Leon est adopté par un vieux professeur, Alfredo Carido. Mais en grand",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/71/68/43/19141975.jpg
Le Zinzin d'Hollywood,The Errand Boy,"Paramutual Pictures engage Morty pour enquêter sur la gestion des bénéfices de l'entreprise. Celui-ci parvient à s'infiltrer au service du courrier, il a ainsi accès à de nombreux ",https://fr.web.img6.acsta.net/c_310_420/pictures/13/12/16/12/31/523079.jpg
Psychose,Psycho,"Marion Crane en a assez de ne pouvoir mener sa vie comme elle l'entend. Son travail ne la passionne plus, son amant ne peut l'épouser car il doit verser une énorme pension alimenta",https://fr.web.img6.acsta.net/c_310_420/pictures/22/04/06/14/34/3532106.jpg
Le Capitan,Le Capitan,1616. Marie de Médicis est régente du royaume de France et nomme Concino Concini Premier ministre. Mais ce dernier conspire pour éliminer le souverain tout juste adolescent. Pour a,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/70/92/85/19117323.jpg
Les Sept mercenaires,The Magnificent Seven,"Un petit village de paysans du nord du Mexique subit les raids incessants de bandits menés par le pilleur Calvera. Accablés par cette situation, les paysans décident d'aller cherch",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/36/23/68/19124745.jpg
À bout de souffle,À bout de souffle,"Marseille, un mardi matin. Michel Poiccard vole une voiture de l’U.S. Army et prend la route nationale en direction de Paris. Énervé par une 2CV qui n’ose pas dépasser un camion, M",https://fr.web.img2.acsta.net/c_310_420/pictures/20/10/20/15/09/5257069.jpg
La Dolce Vita,La Dolce Vita,"Marcello Rubini, a quitté sa province italienne pour Rome dans le but de devenir écrivain. Mais celui-ci est devenu chroniqueur dans un journal à sensations. Il fait donc la tourné",https://fr.web.img6.acsta.net/c_310_420/pictures/14/05/16/13/01/036315.jpg
Plein soleil,Plein soleil,"Tom Ripley est chargé par un milliardaire américain, M. Greenleaf, de ramener à San Francisco son fils Philippe qui passe de trop longues vacances en Italie auprès de sa maîtresse ",https://fr.web.img3.acsta.net/c_310_420/pictures/210/067/21006728_20130517115334245.jpg
Spartacus,Spartacus,"Italie, 73 av. J.C. Esclave devenu gladiateur, Spartacus est épargné par un de ses compagnons d'infortune dans un combat à mort. Ce répit soulève en lui le souffle de la révolte, e",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/64/34/30/19076686.jpg
La Vérité,La Vérité,"Dominique comparaît aux assises pour le meurtre de son amant, Gilbert, fiancé de sa soeur Annie. Elle doit se battre contre l'avocat, qui tente de ternir, contre son gré, la mémoir",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/65/03/32/19532982.jpg
Le Voyeur,Peeping Tom,"Mark Lewis est un jeune homme énigmatique et solitaire, passionné d'image jusqu'à l'obsession. Opérateur-caméra dans un studio de cinéma, il fait aussi des extras comme photographe",https://fr.web.img2.acsta.net/c_310_420/pictures/24/02/05/12/15/2185334.jpg
Le Trou,Le Trou,"Accusé de tentative de meurtre sur sa femme, Claude Gaspard est enfermé à la prison de la Santé. Ses quatre compagnons de cellule lui font part de leur désir d'évasion et creusent,",https://fr.web.img2.acsta.net/c_310_420/pictures/17/03/27/14/12/495950.jpg
La Garçonnière,The Apartment,"C.C. Baxter est employé à la Sauvegarde, grande compagnie d'assurance. Dans l'espoir d'un avancement il prête souvent son appartement à ses supérieurs qui y emmènent leurs petites ",https://fr.web.img3.acsta.net/c_310_420/img/d2/a6/d2a6e942e015403e8ed8f1a427488ec3.jpg
Rocco et ses frères,Rocco e i suoi fratelli,"Fuyant la misère dans laquelle elle a sombré depuis qu'elle est veuve, Rosaria abandonne sa Calabre pour s'installer à Milan. Avec ses jeunes fils, elle rejoint l'aîné, Vincenzo, q",https://fr.web.img6.acsta.net/c_310_420/pictures/15/06/18/15/56/113315.jpg
Exodus,Exodus,"En 1947, à Chypre, des milliers de réfugiés juifs, en chemin pour la Terre Sainte, sont arrêtés par les Anglais et parqués dans des camps. Ari Ben Canaann, un résistant, s’indigne ",https://fr.web.img2.acsta.net/c_310_420/pictures/210/215/21021511_20130722111253796.jpg
Les Vieux de la vieille,Les Vieux de la vieille,"Trois amis très farceurs quittent leur village et partent s'installer dans une maison de retraite. Pourtant, au grand dam des habitants de la bourgade, ils décident de revenir au v",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/35/84/98/18429560.jpg
Les Yeux sans visage,Les Yeux sans visage,"Le chirurgien Genessier souhaite remodeler le visage de sa fille Christiane, rendue méconnaissable suite à un accident de voiture, mais pour cela il doit effectuer des greffes de p",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/00/02/56/53/aff.jpg
Le Président,Le Président,"Agé de 73 ans, l'ex président français Emile Beaufort joue toujours un rôle central dans la vie politique du pays. La rédaction de ses mémoires lui permet de revenir sur son parcou",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/35/84/97/18429552.jpg
Le Sergent noir,Sergeant Rutledge,"Arizona, 1881. Le Sergent Rutledge, soldat noir, est accusé du viol d'une jeune fille blanche et du meurtre de son père. Il est alors jugé en cours martiale. Qui de l'accusation, q",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/64/30/89/18783502.jpg
La Machine à explorer le temps,The Time Machine,Un scientifique vivant à l'époque victorienne fabrique une machine à voyager dans le temps et voyage loin dans le futur. Il s'aperçoit alors que la race humaine s'est divisée en de,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/00/02/52/14/machine.jpg
Les Désaxés,The Misfits,"Années 50, Reno, Nevada, capitale de l’industrie matrimoniale et des machines à sous.",https://fr.web.img2.acsta.net/c_310_420/pictures/17/06/12/09/53/524072.jpg
La Servante,Hanyo,"Suite à un déménagement dans une maison plus grande, la femme d'un professeur de musique persuade celui-ci d'engager une domestique. Mais bientôt, la servante devient la maîtresse ",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/89/91/91/20120410.jpg
Tirez sur le pianiste,Tirez sur le pianiste,"Charlie Kohler, pianiste dans un petit bar, commence à avoir des ennuis lorsque deux gangsters s'en prennent à son frère qui se réfugie sur son lieu de travail. Dans le même temps,",https://fr.web.img6.acsta.net/c_310_420/img/38/ee/38eef4dc85ddbc3d05e84aa89d47a8d7.jpg
Fortunat,Fortunat,"En 1942, Noel Fortunat, un brave bougre, aide une grande bourgeoise, Juliette, à franchir la ligne de démarcation en compagnie de ses enfants. Devant leur fragilité, Noel décide de",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/35/54/06/18404560.jpg
Zazie dans le métro,Zazie dans le métro,"PARIS. Zazie, 12 ans, descend du train avec sa mère qui la confie pour le week-end à son oncle Gabriel. La petite fille espiègle n’a qu’une obsession : prendre le métro ! Mais une ",https://fr.web.img5.acsta.net/c_310_420/pictures/21/05/07/09/53/1865089.jpg
Le Baron de l'écluse,Le Baron de l'écluse,"Antoine, dit le Baron, héros de la Première Guerre mondiale et fauché, vit à Deauville de ressources passagères et en jouant au casino. Quand il commence à remporter quelques belle",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/35/84/70/18429361.jpg
Classe tous risques,Classe tous risques,"Gangster condamné à mort par contumace et recherché par la police, Abel Davos s'est réfugié en Italie avec sa femme Thérèse et ses deux enfants. Mais après un coup avec son ami Ray",https://fr.web.img6.acsta.net/c_310_420/pictures/24/02/12/16/42/2732509.jpg
Fin d'automne,Akibiyori,"Trois vieux amis, Taguchi, Mamiya et Hirayama, se réunissent lors d’une cérémonie en mémoire à leur ami Miwa, décédé il y a quelques années. Ils y retrouvent Akiko, la veuve du déf",https://fr.web.img2.acsta.net/c_310_420/pictures/18/07/17/16/52/0302911.jpg
Alamo,The Alamo,"En 1836, dans une vieille mission transformée en fort, une centaine de texans résistent au général mexicain Santa Anna et à ses milliers d'hommes, pendant que s'organise l'armée de",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/21/16/18823912.jpg
L'Avventura,L'Avventura,"Anna, jeune mondaine romaine, n’est plus vraiment certaine d’aimer Sandro, son indélicat amant architecte. Pourtant, elle embarque avec lui pour une balade en yacht en compagnie de",https://fr.web.img6.acsta.net/c_310_420/pictures/20/09/29/14/01/4360459.jpg
Le Village des damnés,Village of the Damned,"Une bourgade est victime d'un phénomène surnaturel. Quelques mois plus tard, douze têtes blondes naissent au même instant avec des intentions particuliérement hostiles.",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/67/00/35/18967406.jpg
La Chute de la maison Usher,House of Usher,"Parti de Boston, Philip Withrop rend visite à sa fiancée Madeline au domicile de sa famille. Il se heurte au frère de la jeune femme, Roderick Usher, qui s'oppose à leur mariage so",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/images/affiches/043065.jpg
Crésus,Crésus,"En 1946, en Provence, un berger simple d'esprit découvre une bombe de la Seconde guerre mondiale. Il s'aperçoit bientôt que l'engin est rempli de billets de banque...",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/70/95/30/19117900.jpg
La Petite Boutique des horreurs,The Little Shop of Horrors,"Le jeune Seymour, employé d'un minable fleuriste, est propriétaire d'une mystérieuse plante qu'il a baptisé Audrey Junior par amour pour Audrey, sa jolie collègue de travail. Mais ",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/70/99/91/19119630.jpg
